epoch,loss,accuracy
1,1.3251553773880005,0.8266667127609253
2,1.4821953773498535,0.8400000333786011
3,1.3766857385635376,0.8666666746139526
4,1.695906400680542,0.7733333706855774
5,1.2085075378417969,0.8666666746139526
6,0.9730337262153625,0.9866666793823242
7,1.655967354774475,0.6933333277702332
8,1.385066032409668,0.8133333325386047
9,1.6988651752471924,0.4933333396911621
10,1.5843710899353027,0.6800000071525574
11,1.4924266338348389,0.7333333492279053
12,0.9019169211387634,0.9200000166893005
13,0.9982621073722839,0.893333375453949
14,0.9055229425430298,0.9200000166893005
15,1.0262479782104492,0.893333375453949
16,1.1220507621765137,0.8266667127609253
17,1.2398689985275269,0.7333333492279053
18,1.7768391370773315,0.54666668176651
19,0.9200488328933716,0.8533333539962769
20,1.0992765426635742,0.800000011920929
21,1.130268931388855,0.8799999952316284
22,1.4372282028198242,0.6933333277702332
23,0.6904141306877136,0.9733333587646484
24,0.6379314064979553,0.9733333587646484
25,1.2542568445205688,0.6933333277702332
26,0.6954028606414795,0.9333333373069763
27,1.407227635383606,0.6266666650772095
28,0.8617428541183472,0.893333375453949
29,0.965851366519928,0.9066666960716248
30,0.9289355278015137,0.8799999952316284
31,1.0032159090042114,0.7599999904632568
32,0.7416603565216064,0.9333333373069763
33,0.8915044069290161,0.8666666746139526
34,0.9696694016456604,0.8666666746139526
35,1.0061888694763184,0.800000011920929
36,0.9800438284873962,0.8533333539962769
37,1.0929484367370605,0.7733333706855774
38,0.7700609564781189,0.9200000166893005
39,0.878378689289093,0.8133333325386047
40,0.9202441573143005,0.8133333325386047
41,0.7454898953437805,0.9066666960716248
42,0.9155680537223816,0.8133333325386047
43,0.8683120608329773,0.8133333325386047
44,0.8139266967773438,0.893333375453949
45,0.7235614061355591,0.9066666960716248
46,0.7170762419700623,0.9066666960716248
47,0.9276162981987,0.8266667127609253
48,0.9563966989517212,0.7866666913032532
49,0.6502346992492676,0.9466667175292969
50,0.9835146069526672,0.8266667127609253
51,0.7729706168174744,0.9066666960716248
52,0.9830389618873596,0.7866666913032532
53,0.9191700220108032,0.8266667127609253
54,0.7573322653770447,0.893333375453949
55,0.7053854465484619,0.9066666960716248
56,0.6535618305206299,0.9200000166893005
57,0.8443205952644348,0.800000011920929
58,0.5806348323822021,0.9333333373069763
59,0.7517324686050415,0.893333375453949
60,0.846222460269928,0.8666666746139526
61,0.7154970169067383,0.9333333373069763
62,0.8573105931282043,0.7866666913032532
63,0.8661816120147705,0.8133333325386047
64,0.6363679766654968,0.9066666960716248
65,0.8226233124732971,0.893333375453949
66,0.9335141181945801,0.7733333706855774
67,0.9020538330078125,0.8400000333786011
68,0.7895650267601013,0.8799999952316284
69,1.193838119506836,0.7066667079925537
70,0.7526711821556091,0.8666666746139526
71,0.8215200901031494,0.8666666746139526
72,1.115025520324707,0.7599999904632568
73,0.7201018333435059,0.8799999952316284
74,1.4057422876358032,0.6133333444595337
75,1.1178810596466064,0.746666669845581
76,0.7223716378211975,0.9333333373069763
77,0.6907714009284973,0.9066666960716248
78,1.003055453300476,0.7733333706855774
79,0.8633280396461487,0.8266667127609253
80,0.7792927026748657,0.8266667127609253
81,1.1642587184906006,0.6933333277702332
82,0.4674970507621765,0.9600000381469727
83,0.5413293242454529,0.9466667175292969
84,0.4379621744155884,0.9600000381469727
85,0.7158308625221252,0.8799999952316284
86,0.8943457007408142,0.8133333325386047
87,0.7006171345710754,0.8799999952316284
88,0.7427726984024048,0.9066666960716248
89,0.7129968404769897,0.893333375453949
90,0.6755342483520508,0.9466667175292969
91,0.938185453414917,0.8133333325386047
92,0.7120591402053833,0.9333333373069763
93,0.8707932829856873,0.7866666913032532
94,0.9972192645072937,0.746666669845581
95,0.5656696557998657,0.9333333373069763
96,0.9670833349227905,0.6933333277702332
97,0.5654424428939819,0.9466667175292969
98,0.671497642993927,0.9066666960716248
99,0.8701547980308533,0.8266667127609253
100,0.6536315083503723,0.9333333373069763
